timestamp,price,sma
2025-06-16T15:30:15.288225+00:00,106977,
2025-06-16T15:33:24.926304+00:00,106977,
2025-06-16T15:33:29.490438+00:00,106977,
2025-06-16T15:39:43.358397+00:00,106977,
